market_name,median_avg_prices_15days,assets.descriptions,assets.type
M4A4 | Dragon King (Battle-Scarred),"[['Jun 12 2023', 7.0091875, 31], ['Jun 13 2023', 7.175714285714287, 61], ['Jun 14 2023', 7.169937499999999, 51], ['Jun 15 2023', 7.252750000000001, 54], ['Jun 16 2023', 7.1623, 44], ['Jun 17 2023', 7.352055555555556, 59], ['Jun 18 2023', 7.204578947368421, 50], ['Jun 19 2023', 6.9605555555555565, 41], ['Jun 20 2023', 7.091705882352941, 40], ['Jun 21 2023', 7.092894736842105, 39], ['Jun 22 2023', 7.118700000000001, 43], ['Jun 23 2023', 6.894043478260869, 65], ['Jun 24 2023', 6.525681818181818, 67], ['Jun 25 2023', 6.630055555555555, 70], ['Jun 26 2023', 6.226999999999999, 52]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with the image of a dragon in red and blue.\n\n<i>A weapon worthy of The Monkey King himself - Booth, Arms Dealer</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Chroma Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
M4A4 | Poseidon (Factory New),"[['Mar 11 2023', 1514.84, 1], ['Mar 13 2023', 1515.828, 1], ['Mar 21 2023', 1844.298, 1], ['Mar 22 2023', 1871.09, 1], ['Mar 23 2023', 1519.97, 1], ['Mar 25 2023', 1486.5, 2], ['Mar 29 2023', 1831.817, 1], ['Apr 02 2023', 1413.6, 1], ['Apr 03 2023', 1565, 1], ['Apr 06 2023', 1943.81, 1], ['Apr 23 2023', 1694.46, 1], ['Apr 30 2023', 1800, 1], ['May 13 2023', 1800, 1], ['May 20 2023', 1608, 1], ['May 24 2023', 1800.005, 1]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a depiction of a battle between Pisces and Poseidon.\n\n<i>Three can keep a secret if two of them are dead</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Gods and Monsters Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
M4A4 | Poseidon (Minimal Wear),"[['Mar 21 2023', 1109.315, 2], ['Mar 23 2023', 1269.697, 1], ['Mar 27 2023', 1156.192, 1], ['Mar 29 2023', 1083.43, 1], ['Apr 06 2023', 1415.54, 1], ['Apr 14 2023', 1799.75, 1], ['Apr 18 2023', 1472.08, 1], ['Apr 19 2023', 1476.735, 1], ['Apr 21 2023', 1150, 1], ['Apr 25 2023', 1376.52, 1], ['May 04 2023', 1463.8, 1], ['Jun 09 2023', 1111.76, 1], ['Jun 11 2023', 1398.999, 1], ['Jun 17 2023', 1200.5, 1], ['Jun 26 2023', 1176.02, 1]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a depiction of a battle between Pisces and Poseidon.\n\n<i>Three can keep a secret if two of them are dead</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Gods and Monsters Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
M4A4 | Poseidon (Field-Tested),"[['Jul 27 2022', 813.3, 1], ['Aug 15 2022', 797.61, 1], ['Aug 17 2022', 782.97, 1], ['Aug 25 2022', 700, 1], ['Sep 06 2022', 679.595, 1], ['Sep 07 2022', 958.23, 1], ['Oct 23 2022', 672.87, 1], ['Nov 01 2022', 603.2, 1], ['Dec 09 2022', 772.4485, 2], ['Jan 13 2023', 821, 1], ['Jan 26 2023', 1089.349, 1], ['Apr 01 2023', 906.701, 1], ['Apr 05 2023', 1044.101, 1], ['Apr 17 2023', 1150, 1], ['May 12 2023', 855, 1]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a depiction of a battle between Pisces and Poseidon.\n\n<i>Three can keep a secret if two of them are dead</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Gods and Monsters Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2015/sig_sgares_foil.eb0770f95f58ae70fd08cc5151af997bbd0fb3bc.png""><br>Sticker: seang@res (Foil) | Cologne 2015</center></div>'}]",Classified Rifle
M4A4 | Spider Lily (Factory New),"[['Jun 12 2023', 16.653312500000006, 30], ['Jun 13 2023', 23.203466666666667, 25], ['Jun 14 2023', 17.423000000000002, 23], ['Jun 15 2023', 17.691333333333333, 26], ['Jun 16 2023', 18.256500000000003, 23], ['Jun 17 2023', 17.219166666666666, 20], ['Jun 18 2023', 17.66222222222222, 17], ['Jun 19 2023', 17.484299999999998, 11], ['Jun 20 2023', 18.045266666666667, 17], ['Jun 21 2023', 17.759800000000002, 14], ['Jun 22 2023', 18.26177777777778, 13], ['Jun 23 2023', 20.193833333333334, 39], ['Jun 24 2023', 16.65523529411765, 27], ['Jun 25 2023', 16.152266666666666, 33], ['Jun 26 2023', 16.823357142857144, 21]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a dark blue base and red spider lilies above the magazine and trigger.\n\n<i>Bright colors are a warning, not an invitation</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Riptide Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Spider Lily (Minimal Wear),"[['Jun 12 2023', 5.332217391304347, 112], ['Jun 13 2023', 5.4747826086956515, 100], ['Jun 14 2023', 5.431, 96], ['Jun 15 2023', 5.370181818181819, 122], ['Jun 16 2023', 5.37075, 115], ['Jun 17 2023', 5.523217391304348, 116], ['Jun 18 2023', 5.469083333333334, 117], ['Jun 19 2023', 5.310636363636364, 104], ['Jun 20 2023', 5.438136363636364, 95], ['Jun 21 2023', 5.451173913043477, 94], ['Jun 22 2023', 5.413090909090908, 93], ['Jun 23 2023', 5.147652173913044, 146], ['Jun 24 2023', 5.084380952380951, 121], ['Jun 25 2023', 5.042391304347826, 118], ['Jun 26 2023', 5.086238095238095, 111]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a dark blue base and red spider lilies above the magazine and trigger.\n\n<i>Bright colors are a warning, not an invitation</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Riptide Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Spider Lily (Field-Tested),"[['Jun 12 2023', 2.5576956521739125, 463], ['Jun 13 2023', 2.4809130434782607, 414], ['Jun 14 2023', 2.5042916666666666, 520], ['Jun 15 2023', 2.516, 484], ['Jun 16 2023', 2.4406249999999994, 475], ['Jun 17 2023', 2.5742083333333334, 486], ['Jun 18 2023', 2.585375, 430], ['Jun 19 2023', 2.5105416666666667, 427], ['Jun 20 2023', 2.4174545454545453, 389], ['Jun 21 2023', 2.5056086956521737, 427], ['Jun 22 2023', 2.4600869565217387, 446], ['Jun 23 2023', 2.480608695652174, 508], ['Jun 24 2023', 2.4425652173913046, 420], ['Jun 25 2023', 2.3976521739130434, 414], ['Jun 26 2023', 2.2990434782608697, 373]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a dark blue base and red spider lilies above the magazine and trigger.\n\n<i>Bright colors are a warning, not an invitation</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Riptide Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Spider Lily (Well-Worn),"[['Jun 12 2023', 1.8869130434782613, 278], ['Jun 13 2023', 1.877391304347826, 297], ['Jun 14 2023', 1.8962083333333337, 395], ['Jun 15 2023', 1.9205833333333338, 303], ['Jun 16 2023', 1.9240000000000002, 298], ['Jun 17 2023', 1.9128750000000003, 284], ['Jun 18 2023', 1.9156249999999997, 321], ['Jun 19 2023', 1.854608695652174, 285], ['Jun 20 2023', 1.8483636363636364, 226], ['Jun 21 2023', 1.8750454545454547, 307], ['Jun 22 2023', 1.883391304347826, 299], ['Jun 23 2023', 1.7946086956521734, 337], ['Jun 24 2023', 1.7780869565217392, 261], ['Jun 25 2023', 1.8226521739130437, 274], ['Jun 26 2023', 1.735826086956522, 262]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a dark blue base and red spider lilies above the magazine and trigger.\n\n<i>Bright colors are a warning, not an invitation</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Riptide Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Spider Lily (Battle-Scarred),"[['Jun 12 2023', 1.6450434782608698, 193], ['Jun 13 2023', 1.680391304347826, 199], ['Jun 14 2023', 1.678583333333333, 222], ['Jun 15 2023', 1.6627500000000002, 215], ['Jun 16 2023', 1.671125, 211], ['Jun 17 2023', 1.6681666666666668, 206], ['Jun 18 2023', 1.6995217391304351, 243], ['Jun 19 2023', 1.6681250000000005, 169], ['Jun 20 2023', 1.6085454545454545, 150], ['Jun 21 2023', 1.6297826086956524, 211], ['Jun 22 2023', 1.6317826086956524, 154], ['Jun 23 2023', 1.663434782608696, 221], ['Jun 24 2023', 1.5647826086956522, 205], ['Jun 25 2023', 1.5773043478260869, 174], ['Jun 26 2023', 1.4882173913043477, 145]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a dark blue base and red spider lilies above the magazine and trigger.\n\n<i>Bright colors are a warning, not an invitation</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Riptide Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Evil Daimyo (Factory New),"[['Jun 12 2023', 5.539454545454546, 91], ['Jun 13 2023', 5.4619090909090895, 82], ['Jun 14 2023', 5.538782608695652, 88], ['Jun 15 2023', 5.587850000000001, 70], ['Jun 16 2023', 5.556541666666668, 89], ['Jun 17 2023', 5.4575, 97], ['Jun 18 2023', 5.477041666666666, 97], ['Jun 19 2023', 5.501478260869565, 86], ['Jun 20 2023', 5.541285714285714, 73], ['Jun 21 2023', 5.593217391304348, 80], ['Jun 22 2023', 5.5826363636363645, 93], ['Jun 23 2023', 5.338826086956523, 135], ['Jun 24 2023', 5.141238095238096, 92], ['Jun 25 2023', 5.245521739130436, 104], ['Jun 26 2023', 5.088590909090909, 95]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a graphic design in red and black.\n\n<i>Carmen. I found him...- The Oni and The Valkyrie Part 1</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Falchion Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Evil Daimyo (Minimal Wear),"[['Jun 12 2023', 2.893739130434783, 295], ['Jun 13 2023', 2.8382608695652176, 306], ['Jun 14 2023', 2.943583333333333, 377], ['Jun 15 2023', 2.8868750000000003, 421], ['Jun 16 2023', 2.8795416666666664, 308], ['Jun 17 2023', 2.8284583333333337, 378], ['Jun 18 2023', 2.9347083333333335, 329], ['Jun 19 2023', 2.8435833333333336, 281], ['Jun 20 2023', 2.7903636363636366, 266], ['Jun 21 2023', 2.786913043478261, 310], ['Jun 22 2023', 2.875217391304348, 316], ['Jun 23 2023', 2.761434782608695, 368], ['Jun 24 2023', 2.717260869565217, 316], ['Jun 25 2023', 2.722217391304348, 278], ['Jun 26 2023', 2.688391304347826, 261]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a graphic design in red and black.\n\n<i>Carmen. I found him...- The Oni and The Valkyrie Part 1</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Falchion Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/enfu_capsule/chicken.ef56aeeaf9e3442849ad443af17996989672ae0d.png""><br>Sticker: Chabo</center></div>'}]",Restricted Rifle
M4A4 | Evil Daimyo (Field-Tested),"[['Jun 12 2023', 1.7228695652173918, 444], ['Jun 13 2023', 1.789304347826087, 400], ['Jun 14 2023', 1.8007916666666668, 471], ['Jun 15 2023', 1.8361666666666665, 483], ['Jun 16 2023', 1.828375, 471], ['Jun 17 2023', 1.8112916666666665, 450], ['Jun 18 2023', 1.8317499999999998, 454], ['Jun 19 2023', 1.8440833333333335, 402], ['Jun 20 2023', 1.8065, 359], ['Jun 21 2023', 1.8724583333333336, 466], ['Jun 22 2023', 1.9101363636363635, 421], ['Jun 23 2023', 1.8915217391304353, 581], ['Jun 24 2023', 1.8350434782608698, 473], ['Jun 25 2023', 1.8031739130434783, 440], ['Jun 26 2023', 1.8047826086956518, 393]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a graphic design in red and black.\n\n<i>Carmen. I found him...- The Oni and The Valkyrie Part 1</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Falchion Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Evil Daimyo (Well-Worn),"[['Jun 12 2023', 2.0738823529411765, 55], ['Jun 13 2023', 1.9846666666666661, 59], ['Jun 14 2023', 2.0078500000000004, 78], ['Jun 15 2023', 2.135, 50], ['Jun 16 2023', 2.095619047619048, 75], ['Jun 17 2023', 2.122681818181818, 77], ['Jun 18 2023', 2.17645, 57], ['Jun 19 2023', 2.06175, 46], ['Jun 20 2023', 2.1020588235294118, 40], ['Jun 21 2023', 2.16957894736842, 65], ['Jun 22 2023', 2.2601904761904756, 53], ['Jun 23 2023', 2.091523809523809, 53], ['Jun 24 2023', 2.1368888888888886, 50], ['Jun 25 2023', 2.2305, 45], ['Jun 26 2023', 2.204, 34]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a graphic design in red and black.\n\n<i>Carmen. I found him...- The Oni and The Valkyrie Part 1</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Falchion Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Evil Daimyo (Battle-Scarred),"[['Jun 12 2023', 1.7276923076923074, 26], ['Jun 13 2023', 1.7294, 27], ['Jun 14 2023', 1.672642857142857, 26], ['Jun 15 2023', 1.6622777777777777, 35], ['Jun 16 2023', 1.7197999999999998, 50], ['Jun 17 2023', 1.6847619047619051, 44], ['Jun 18 2023', 1.797, 46], ['Jun 19 2023', 1.7334705882352939, 31], ['Jun 20 2023', 1.7356923076923079, 24], ['Jun 21 2023', 1.7402352941176469, 33], ['Jun 22 2023', 1.7482499999999999, 40], ['Jun 23 2023', 1.720388888888889, 39], ['Jun 24 2023', 1.7154117647058822, 34], ['Jun 25 2023', 1.688333333333333, 26], ['Jun 26 2023', 1.661, 36]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been custom painted with a graphic design in red and black.\n\n<i>Carmen. I found him...- The Oni and The Valkyrie Part 1</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Falchion Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Griffin (Factory New),"[['Jun 12 2023', 5.958076923076924, 17], ['Jun 13 2023', 6.404, 21], ['Jun 14 2023', 6.619833333333333, 23], ['Jun 15 2023', 6.462857142857142, 21], ['Jun 16 2023', 6.887076923076923, 15], ['Jun 17 2023', 6.848076923076923, 16], ['Jun 18 2023', 6.311416666666667, 18], ['Jun 19 2023', 6.342999999999999, 13], ['Jun 20 2023', 6.395, 18], ['Jun 21 2023', 6.332181818181818, 17], ['Jun 22 2023', 7.9702222222222225, 13], ['Jun 23 2023', 6.3600666666666665, 29], ['Jun 24 2023', 6.04809090909091, 17], ['Jun 25 2023', 6.1783636363636365, 18], ['Jun 26 2023', 6.0094166666666675, 18]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been hand-painted with an illustration of a griffin.\n\n<i>Felix handpicked his team from operators all over the world... and while people question their personalities, they never question the results</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Vanguard Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Griffin (Minimal Wear),"[['Jun 12 2023', 2.8124545454545458, 109], ['Jun 13 2023', 2.7292727272727273, 105], ['Jun 14 2023', 2.933416666666666, 117], ['Jun 15 2023', 2.71275, 147], ['Jun 16 2023', 2.920125, 115], ['Jun 17 2023', 2.951347826086956, 132], ['Jun 18 2023', 3.0405217391304347, 109], ['Jun 19 2023', 2.9, 89], ['Jun 20 2023', 2.887285714285715, 103], ['Jun 21 2023', 2.9052272727272723, 111], ['Jun 22 2023', 2.8482608695652174, 111], ['Jun 23 2023', 2.8334347826086947, 143], ['Jun 24 2023', 2.7086956521739127, 120], ['Jun 25 2023', 2.696954545454546, 95], ['Jun 26 2023', 2.7631428571428573, 95]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been hand-painted with an illustration of a griffin.\n\n<i>Felix handpicked his team from operators all over the world... and while people question their personalities, they never question the results</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Vanguard Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Griffin (Field-Tested),"[['Jun 12 2023', 1.9701739130434783, 235], ['Jun 13 2023', 1.945478260869565, 235], ['Jun 14 2023', 1.9891249999999998, 255], ['Jun 15 2023', 2.009125, 264], ['Jun 16 2023', 2.006125, 243], ['Jun 17 2023', 2.0171666666666668, 236], ['Jun 18 2023', 2.0146521739130434, 211], ['Jun 19 2023', 1.974708333333334, 196], ['Jun 20 2023', 1.9646818181818182, 190], ['Jun 21 2023', 1.957913043478261, 189], ['Jun 22 2023', 2.0062173913043475, 209], ['Jun 23 2023', 1.8307826086956525, 274], ['Jun 24 2023', 1.8454347826086959, 211], ['Jun 25 2023', 1.8225652173913045, 223], ['Jun 26 2023', 1.7841304347826086, 167]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been hand-painted with an illustration of a griffin.\n\n<i>Felix handpicked his team from operators all over the world... and while people question their personalities, they never question the results</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Vanguard Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/alyx/greetings.9376515906f9aeee7fb57dc857b810bfdcefe587.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/halo/noble.b84fcd4ef91b02a6a57e302622f3a83808791076.png""><br>Sticker: Greetings, Noble</center></div>'}]",Restricted Rifle
M4A4 | Griffin (Well-Worn),"[['Jun 12 2023', 4.37375, 5], ['Jun 13 2023', 4.3358, 5], ['Jun 14 2023', 4.340999999999999, 7], ['Jun 15 2023', 4.356625, 9], ['Jun 16 2023', 4.793, 8], ['Jun 17 2023', 4.644857142857143, 9], ['Jun 18 2023', 4.2352, 7], ['Jun 19 2023', 4.1978333333333335, 7], ['Jun 20 2023', 3.6946666666666665, 8], ['Jun 21 2023', 4.6245, 7], ['Jun 22 2023', 4.632666666666666, 4], ['Jun 23 2023', 3.8441428571428573, 9], ['Jun 24 2023', 4.324, 7], ['Jun 25 2023', 3.715666666666667, 11], ['Jun 26 2023', 4.1948, 5]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been hand-painted with an illustration of a griffin.\n\n<i>Felix handpicked his team from operators all over the world... and while people question their personalities, they never question the results</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Vanguard Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Griffin (Battle-Scarred),"[['Jun 12 2023', 1.9569000000000003, 57], ['Jun 13 2023', 1.8672777777777776, 38], ['Jun 14 2023', 1.8910555555555557, 65], ['Jun 15 2023', 1.8111000000000002, 75], ['Jun 16 2023', 1.9502272727272725, 67], ['Jun 17 2023', 1.9518260869565218, 51], ['Jun 18 2023', 1.9511052631578942, 52], ['Jun 19 2023', 1.9201578947368427, 37], ['Jun 20 2023', 1.890684210526316, 52], ['Jun 21 2023', 1.9464444444444442, 51], ['Jun 22 2023', 1.8100555555555553, 58], ['Jun 23 2023', 1.7909473684210526, 75], ['Jun 24 2023', 1.7748333333333333, 42], ['Jun 25 2023', 1.8744736842105265, 33], ['Jun 26 2023', 1.7225000000000001, 32]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been hand-painted with an illustration of a griffin.\n\n<i>Felix handpicked his team from operators all over the world... and while people question their personalities, they never question the results</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Vanguard Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Zirka (Factory New),"[['May 15 2023', 55.325, 2], ['May 16 2023', 50.17, 1], ['May 22 2023', 50.92, 1], ['May 25 2023', 52.902, 1], ['May 27 2023', 53.093, 1], ['May 31 2023', 58.584, 1], ['Jun 02 2023', 49.871, 5], ['Jun 03 2023', 44.3, 1], ['Jun 05 2023', 123.749, 1], ['Jun 08 2023', 60.477, 1], ['Jun 09 2023', 60.471, 1], ['Jun 11 2023', 57.55, 1], ['Jun 12 2023', 52.16, 1], ['Jun 18 2023', 52.25, 1], ['Jun 21 2023', 60.996, 1]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. This memento from Cache has been painted with a star motif.\n\n<i>Imogen shares her father's eye for quality, but her ambition is even fiercer</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Bravo Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ""This item was granted during Operation Bravo to celebrate the Operation's community maps.""}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Zirka (Minimal Wear),"[['Jun 12 2023', 34.631, 2], ['Jun 13 2023', 33.2, 1], ['Jun 14 2023', 31.792999999999996, 4], ['Jun 15 2023', 35.364999999999995, 2], ['Jun 16 2023', 34.710125000000005, 8], ['Jun 17 2023', 65.59450000000001, 2], ['Jun 18 2023', 36.4555, 2], ['Jun 19 2023', 54.48783333333333, 8], ['Jun 20 2023', 32.97, 1], ['Jun 21 2023', 33.8575, 2], ['Jun 22 2023', 32.092000000000006, 5], ['Jun 23 2023', 32.899, 2], ['Jun 24 2023', 33.4215, 5], ['Jun 25 2023', 34.431, 2], ['Jun 26 2023', 34.800250000000005, 6]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. This memento from Cache has been painted with a star motif.\n\n<i>Imogen shares her father's eye for quality, but her ambition is even fiercer</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Bravo Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ""This item was granted during Operation Bravo to celebrate the Operation's community maps.""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/community01/sneaky_beaky.591709f45a7416db7ad37b2f959983dc8c9fb50c.png""><br>Sticker: Sneaky Beaky Like</center></div>'}]",Restricted Rifle
