market_name,median_avg_prices_15days,assets.descriptions,assets.type
M4A4 | Zirka (Field-Tested),"[['Jun 12 2023', 27.426375, 9], ['Jun 13 2023', 29.53, 2], ['Jun 14 2023', 42.161, 3], ['Jun 15 2023', 27.724166666666665, 7], ['Jun 16 2023', 75.48842857142857, 9], ['Jun 17 2023', 31.368285714285715, 14], ['Jun 18 2023', 26.21, 2], ['Jun 19 2023', 29.6875, 6], ['Jun 20 2023', 28.933500000000002, 2], ['Jun 21 2023', 27.53, 3], ['Jun 22 2023', 29.394, 4], ['Jun 23 2023', 30.595, 3], ['Jun 24 2023', 30.39525, 4], ['Jun 25 2023', 31.019399999999997, 8], ['Jun 26 2023', 29.18, 1]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. This memento from Cache has been painted with a star motif.\n\n<i>Imogen shares her father's eye for quality, but her ambition is even fiercer</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Bravo Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ""This item was granted during Operation Bravo to celebrate the Operation's community maps.""}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Zirka (Well-Worn),"[['May 15 2023', 27.797, 2], ['May 16 2023', 24.3, 1], ['May 18 2023', 24.18, 1], ['May 20 2023', 24.08, 1], ['May 21 2023', 21.558, 1], ['May 22 2023', 26.743, 4], ['May 23 2023', 30.823666666666668, 3], ['May 24 2023', 68.746, 1], ['May 25 2023', 29.427333333333333, 3], ['May 31 2023', 19.555, 1], ['Jun 04 2023', 28.739, 1], ['Jun 05 2023', 28.838, 1], ['Jun 11 2023', 29.4835, 3], ['Jun 16 2023', 33.31, 1], ['Jun 18 2023', 33.969, 2]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. This memento from Cache has been painted with a star motif.\n\n<i>Imogen shares her father's eye for quality, but her ambition is even fiercer</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Bravo Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ""This item was granted during Operation Bravo to celebrate the Operation's community maps.""}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Red DDPAT (Factory New),"[['Jun 07 2023', 97.59, 4], ['Jun 08 2023', 95.138, 4], ['Jun 09 2023', 92.55, 1], ['Jun 10 2023', 94.795, 2], ['Jun 13 2023', 111.9785, 2], ['Jun 14 2023', 95.86, 1], ['Jun 15 2023', 113.463, 2], ['Jun 16 2023', 140, 1], ['Jun 17 2023', 97.56, 1], ['Jun 18 2023', 107.55, 3], ['Jun 19 2023', 98.16499999999999, 4], ['Jun 21 2023', 98.12333333333333, 3], ['Jun 23 2023', 101.475, 2], ['Jun 24 2023', 99.62433333333335, 6], ['Jun 26 2023', 96.985, 2]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a red Digital Disruptive Pattern (DDPAT) hydrographic.\n\n<i>By the time you're close enough to notice the pixels it's already too late</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The 2021 Dust 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Red DDPAT (Minimal Wear),"[['May 28 2023', 88.06, 1], ['May 29 2023', 94.323, 1], ['May 30 2023', 87.05666666666667, 3], ['Jun 02 2023', 93.306, 1], ['Jun 06 2023', 85.70666666666666, 3], ['Jun 07 2023', 86.5875, 3], ['Jun 08 2023', 82.52, 1], ['Jun 12 2023', 98.145, 2], ['Jun 16 2023', 97.955, 3], ['Jun 17 2023', 89.75, 1], ['Jun 18 2023', 94.33, 1], ['Jun 19 2023', 98.384, 1], ['Jun 20 2023', 95.56, 2], ['Jun 23 2023', 99.55566666666665, 3], ['Jun 24 2023', 95.007, 2]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a red Digital Disruptive Pattern (DDPAT) hydrographic.\n\n<i>By the time you're close enough to notice the pixels it's already too late</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The 2021 Dust 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Red DDPAT (Field-Tested),"[['May 31 2023', 76.461, 1], ['Jun 02 2023', 90.918, 1], ['Jun 04 2023', 74.75, 2], ['Jun 06 2023', 75, 1], ['Jun 07 2023', 87.43, 1], ['Jun 10 2023', 94.635, 1], ['Jun 11 2023', 96.0815, 4], ['Jun 13 2023', 93.4585, 2], ['Jun 15 2023', 86.71, 1], ['Jun 16 2023', 86.04, 1], ['Jun 17 2023', 90.08, 1], ['Jun 18 2023', 90.2, 1], ['Jun 19 2023', 99.02066666666667, 3], ['Jun 22 2023', 107.907, 1], ['Jun 26 2023', 94.25, 1]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a red Digital Disruptive Pattern (DDPAT) hydrographic.\n\n<i>By the time you're close enough to notice the pixels it's already too late</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The 2021 Dust 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Red DDPAT (Well-Worn),"[['Jan 30 2023', 24.85466666666667, 3], ['Jan 31 2023', 26.034, 1], ['Feb 09 2023', 23.41, 2], ['Feb 23 2023', 26.4, 1], ['Feb 26 2023', 204.32000000000002, 4], ['Mar 02 2023', 22.56, 1], ['Mar 06 2023', 19.13, 1], ['Mar 07 2023', 37.768, 1], ['Mar 21 2023', 39.4, 1], ['Mar 22 2023', 38.473, 1], ['Apr 18 2023', 87.608, 2], ['May 05 2023', 84.517, 1], ['Jun 02 2023', 85.006, 1], ['Jun 11 2023', 80.74, 1], ['Jun 17 2023', 92.001, 1]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a red Digital Disruptive Pattern (DDPAT) hydrographic.\n\n<i>By the time you're close enough to notice the pixels it's already too late</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The 2021 Dust 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Red DDPAT (Battle-Scarred),"[['Oct 04 2022', 21.954, 1], ['Oct 22 2022', 19.575, 1], ['Nov 13 2022', 19.81, 1], ['Nov 27 2022', 27.13, 2], ['Jan 21 2023', 29.72, 1], ['Feb 12 2023', 22.48, 1], ['Mar 05 2023', 25.748, 3], ['Mar 15 2023', 28.3, 1], ['Mar 26 2023', 38.008, 1], ['Apr 05 2023', 51.929, 1], ['Apr 17 2023', 73.339, 1], ['Apr 20 2023', 72.713, 1], ['May 10 2023', 75.59, 1], ['Jun 17 2023', 74.54, 1], ['Jun 20 2023', 90.81, 1]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a red Digital Disruptive Pattern (DDPAT) hydrographic.\n\n<i>By the time you're close enough to notice the pixels it's already too late</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The 2021 Dust 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Daybreak (Factory New),"[['May 30 2023', 350.382, 2], ['Jun 02 2023', 330, 1], ['Jun 04 2023', 342.5, 2], ['Jun 05 2023', 376.627, 1], ['Jun 06 2023', 327.2, 1], ['Jun 07 2023', 334.39, 2], ['Jun 08 2023', 422.14866666666666, 4], ['Jun 09 2023', 317.02, 1], ['Jun 15 2023', 361.78999999999996, 2], ['Jun 16 2023', 350.92, 1], ['Jun 18 2023', 353.35, 1], ['Jun 20 2023', 337.875, 2], ['Jun 24 2023', 358.43, 1], ['Jun 25 2023', 372.09833333333336, 4], ['Jun 26 2023', 358.35900000000004, 2]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted with a sunrise in metallic paints.\n\n<i>The sun rises on the just and unjust alike</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Rising Sun Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Daybreak (Minimal Wear),"[['Apr 07 2023', 252.40166666666667, 4], ['Apr 10 2023', 290.766, 2], ['Apr 12 2023', 268.61, 2], ['Apr 17 2023', 249.36, 1], ['Apr 19 2023', 335.82, 1], ['Apr 27 2023', 330, 1], ['May 04 2023', 330.016, 1], ['May 06 2023', 318.2, 1], ['May 13 2023', 296.19, 1], ['May 16 2023', 265.807, 1], ['May 23 2023', 288.87350000000004, 2], ['May 25 2023', 272.8, 1], ['May 29 2023', 322.739, 1], ['Jun 01 2023', 279.08, 3], ['Jun 09 2023', 276.82, 1]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted with a sunrise in metallic paints.\n\n<i>The sun rises on the just and unjust alike</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Rising Sun Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Daybreak (Field-Tested),"[['Apr 20 2023', 277.5, 2], ['Apr 22 2023', 262.77, 1], ['Apr 23 2023', 263.59, 1], ['Apr 24 2023', 265, 1], ['Apr 27 2023', 243.71, 1], ['May 01 2023', 254.136, 1], ['May 08 2023', 250.715, 2], ['May 11 2023', 252.54, 2], ['May 13 2023', 250.142, 1], ['May 16 2023', 267.016, 1], ['May 29 2023', 253.07, 1], ['Jun 03 2023', 285.887, 2], ['Jun 16 2023', 299.177, 1], ['Jun 19 2023', 283.552, 1], ['Jun 20 2023', 322, 1]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted with a sunrise in metallic paints.\n\n<i>The sun rises on the just and unjust alike</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Rising Sun Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Daybreak (Well-Worn),"[['May 11 2021', 100.557, 2], ['Jun 08 2021', 223.36, 2], ['Aug 15 2021', 91.9, 2], ['Feb 05 2022', 97, 2], ['May 12 2022', 76.6, 1], ['Oct 21 2022', 132.561, 1], ['Nov 11 2022', 135.024, 1], ['Dec 23 2022', 143.697, 1], ['Mar 20 2023', 156.915, 1], ['Apr 17 2023', 163.522, 1], ['Apr 21 2023', 230, 1], ['Apr 22 2023', 220.65, 1], ['Apr 25 2023', 240.005, 1], ['Jun 17 2023', 196.997, 1], ['Jun 18 2023', 237.697, 1]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted with a sunrise in metallic paints.\n\n<i>The sun rises on the just and unjust alike</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Rising Sun Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/vp.6bc351d3499a175482ce1e3443a66415f0d859dc.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/vp.6bc351d3499a175482ce1e3443a66415f0d859dc.png""><br>Sticker: Virtus.Pro | Krakow 2017, Virtus.Pro | Krakow 2017</center></div>'}]",Restricted Rifle
M4A4 | Daybreak (Battle-Scarred),"[['Jan 20 2023', 187.924, 1], ['Feb 09 2023', 74.81, 2], ['Feb 27 2023', 165.1, 1], ['Mar 15 2023', 147, 2], ['Mar 19 2023', 131, 2], ['Apr 08 2023', 133.6975, 3], ['Apr 11 2023', 138, 1], ['Apr 13 2023', 201.25, 2], ['Apr 18 2023', 192.37, 1], ['Apr 19 2023', 199.78, 2], ['Apr 20 2023', 199.78, 2], ['Apr 21 2023', 221.73, 2], ['Apr 29 2023', 200, 1], ['May 16 2023', 212.018, 1], ['May 18 2023', 229.997, 1]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted with a sunrise in metallic paints.\n\n<i>The sun rises on the just and unjust alike</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Rising Sun Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Modern Hunter (Factory New),"[['Oct 27 2022', 172.016, 2], ['Oct 30 2022', 172.1, 1], ['Nov 09 2022', 189.99933333333334, 4], ['Jan 04 2023', 289.818, 3], ['Jan 13 2023', 226.921, 1], ['Jan 16 2023', 239.32, 2], ['Jan 17 2023', 249.751, 1], ['Feb 11 2023', 245.865, 3], ['Feb 25 2023', 219.93, 2], ['Mar 25 2023', 575, 1], ['Apr 01 2023', 538.2, 1], ['Apr 18 2023', 430, 1], ['Apr 20 2023', 436.564, 1], ['May 14 2023', 684.138, 1], ['Jun 24 2023', 522.086, 1]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a photographic hunting camo hydrographic.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Militia Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Modern Hunter (Minimal Wear),"[['May 12 2023', 95.001, 1], ['May 14 2023', 88.87700000000001, 2], ['May 15 2023', 90.276, 2], ['May 18 2023', 89.426, 2], ['May 25 2023', 78.16, 1], ['May 28 2023', 104, 1], ['Jun 01 2023', 80.01, 1], ['Jun 03 2023', 85.602, 1], ['Jun 08 2023', 80.89, 1], ['Jun 10 2023', 92.59, 1], ['Jun 11 2023', 80.13, 1], ['Jun 12 2023', 92.15, 1], ['Jun 19 2023', 68.8045, 2], ['Jun 20 2023', 89.746, 1], ['Jun 24 2023', 73.73, 1]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a photographic hunting camo hydrographic.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Militia Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Modern Hunter (Field-Tested),"[['Jun 03 2023', 25.08966666666667, 3], ['Jun 04 2023', 24.874, 2], ['Jun 05 2023', 26.45, 1], ['Jun 07 2023', 27.901833333333332, 6], ['Jun 08 2023', 24.884999999999998, 2], ['Jun 13 2023', 25.452, 1], ['Jun 16 2023', 38.03, 1], ['Jun 17 2023', 26.94, 1], ['Jun 19 2023', 29.465000000000003, 2], ['Jun 20 2023', 27.25, 1], ['Jun 22 2023', 29.448, 1], ['Jun 23 2023', 29.63825, 4], ['Jun 24 2023', 52.98, 1], ['Jun 25 2023', 28.509, 1], ['Jun 26 2023', 24.47, 1]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a photographic hunting camo hydrographic.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Militia Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Modern Hunter (Well-Worn),"[['Apr 03 2023', 18.628, 2], ['Apr 07 2023', 31.436, 2], ['Apr 11 2023', 20.795, 2], ['Apr 14 2023', 25.41, 2], ['May 01 2023', 22.897, 1], ['May 03 2023', 28.609, 1], ['May 06 2023', 21.97, 1], ['May 09 2023', 19.623, 1], ['May 12 2023', 28.145, 1], ['May 17 2023', 20.48, 1], ['May 19 2023', 29.738, 1], ['Jun 10 2023', 22.079, 1], ['Jun 14 2023', 24.782, 1], ['Jun 17 2023', 23.12, 1], ['Jun 23 2023', 23.566, 1]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a photographic hunting camo hydrographic.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Militia Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Modern Hunter (Battle-Scarred),"[['Apr 07 2023', 25.386, 2], ['Apr 20 2023', 21.639, 1], ['Apr 24 2023', 22.51, 4], ['Apr 25 2023', 22.93, 2], ['Apr 27 2023', 24.388, 2], ['Apr 30 2023', 22.366, 2], ['May 01 2023', 31.015, 2], ['May 05 2023', 21.35475, 6], ['May 07 2023', 20.49, 2], ['May 08 2023', 23.119, 8], ['May 13 2023', 39.99, 1], ['May 29 2023', 23.7, 1], ['Jun 03 2023', 23.97, 1], ['Jun 05 2023', 28, 1], ['Jun 22 2023', 50.013, 1]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a photographic hunting camo hydrographic.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Militia Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Restricted Rifle
M4A4 | Poly Mag (Factory New),"[['Jun 12 2023', 0.6886086956521738, 213], ['Jun 13 2023', 0.6894347826086955, 228], ['Jun 14 2023', 0.6922500000000001, 256], ['Jun 15 2023', 0.698875, 244], ['Jun 16 2023', 0.6684166666666668, 269], ['Jun 17 2023', 0.6881666666666666, 226], ['Jun 18 2023', 0.6812916666666666, 222], ['Jun 19 2023', 0.6899583333333333, 198], ['Jun 20 2023', 0.679818181818182, 170], ['Jun 21 2023', 0.7083043478260869, 222], ['Jun 22 2023', 0.6983478260869566, 210], ['Jun 23 2023', 0.6619130434782609, 280], ['Jun 24 2023', 0.6658695652173914, 210], ['Jun 25 2023', 0.6538260869565216, 224], ['Jun 26 2023', 0.6398260869565217, 176]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. This custom paint job features a clear polymer magazine and a tan colored stock, hand guard, and grip.\n\n<i>Standard operating procedure</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Recoil Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Mil-Spec Grade Rifle
M4A4 | Poly Mag (Minimal Wear),"[['Jun 12 2023', 0.21382608695652167, 1050], ['Jun 13 2023', 0.21204347826086956, 942], ['Jun 14 2023', 0.209125, 1069], ['Jun 15 2023', 0.20200000000000007, 974], ['Jun 16 2023', 0.20345833333333338, 896], ['Jun 17 2023', 0.2008750000000001, 937], ['Jun 18 2023', 0.20216666666666672, 907], ['Jun 19 2023', 0.20091666666666674, 823], ['Jun 20 2023', 0.2005454545454546, 826], ['Jun 21 2023', 0.20291304347826086, 1019], ['Jun 22 2023', 0.21104347826086958, 1062], ['Jun 23 2023', 0.20243478260869577, 1259], ['Jun 24 2023', 0.20065217391304344, 924], ['Jun 25 2023', 0.2007391304347827, 987], ['Jun 26 2023', 0.19800000000000004, 895]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. This custom paint job features a clear polymer magazine and a tan colored stock, hand guard, and grip.\n\n<i>Standard operating procedure</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Recoil Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Mil-Spec Grade Rifle
